251,30,1,1,1,3,6,+10.539,20,2,233.175
252,30,4,4,6,4,5,+14.478,25,9,230.820
253,30,20,5,10,5,4,+14.576,16,8,231.142
254,30,9,2,8,6,3,+15.037,36,5,231.399
255,30,7,5,9,7,2,+16.735,31,6,231.320
256,30,17,9,7,8,1,+42.776,34,10,230.236
257,30,10,7,13,9,0,+1:07.045,37,12,228.691
258,30,5,1,3,10,0,\N,35,4,232.985
259,30,14,9,14,11,0,\N,19,11,228.853
260,30,3,3,15,12,0,\N,32,15,227.862
261,30,16,10,18,13,0,\N,27,13,228.211
262,30,6,3,19,14,0,\N,35,17,227.218
263,30,18,11,17,15,0,\N,19,16,227.832
264,30,15,7,11,16,0,\N,32,14,228.095
265,30,21,10,20,17,0,\N,17,19,225.731
266,30,8,6,4,18,0,\N,24,1,233.618
267,30,22,11,16,19,0,\N,10,20,224.983
268,30,12,4,12,20,0,\N,12,18,226.915
269,31,20,5,1,1,10,1:26:47.494,53,14,230.414
270,31,5,1,2,2,8,+12.512,53,13,230.950
271,31,9,2,11,3,6,+20.471,52,12,230.955
272,31,4,4,8,4,5,+23.903,51,9,231.820
273,31,2,2,10,5,4,+27.748,53,6,232.217
274,31,13,6,6,6,3,+28.816,52,4,232.505
275,31,1,1,15,7,2,+29.912,52,5,232.440
276,31,17,9,3,8,1,+32.048,52,3,232.544
277,31,8,6,14,9,0,+39.468,53,1,236.859
278,31,12,4,17,10,0,+54.445,53,16,229.380
279,31,10,7,9,11,0,+58.888,53,8,231.853
280,31,6,3,18,12,0,+1:02.015,53,11,231.167
281,31,15,7,7,13,0,+1:05.954,52,15,229.544
282,31,3,3,5,14,0,+1:08.635,53,10,231.671
283,31,18,11,19,15,0,+1:13.370,52,7,232.166
284,31,14,9,13,16,0,\N,49,17,225.557
285,31,22,11,16,17,0,\N,42,19,222.053
286,31,7,5,4,18,0,\N,52,2,233.646
287,31,16,10,20,19,0,\N,51,18,223.146
288,31,21,10,12,20,0,\N,6,20,214.326
289,32,4,4,15,1,10,1:57:16.304,55,3,172.464
290,32,3,3,8,2,8,+2.957,39,5,171.352
291,32,1,1,2,3,6,+5.917,14,4,171.969
292,32,10,7,7,4,5,+8.155,50,8,170.408
293,32,20,5,6,5,4,+10.268,13,9,170.047
